2000,0.0001
4000,9.999999013039593e-05
6000,9.99999605215876e-05
8000,9.99999111735867e-05
10000,9.999984208641271e-05
12000,9.999975326009293e-05
14000,9.999964469466238e-05
16000,9.999951639016396e-05
18000,9.99993683466483e-05
20000,9.999920056417385e-05
22000,9.999901304280685e-05
24000,9.999880578262136e-05
26000,9.999857878369916e-05
28000,9.999833204612988e-05
30000,9.999806557001093e-05
32000,9.99977793554475e-05
34000,9.999747340255259e-05
36000,9.999714771144701e-05
38000,9.99968022822593e-05
40000,9.999643711512586e-05
42000,9.999605221019082e-05
44000,9.999564756760617e-05
46000,9.999522318753161e-05
48000,9.999477907013473e-05
50000,9.999431521559083e-05
52000,9.999383162408305e-05
54000,9.999332829580229e-05
56000,9.999280523094726e-05
58000,9.999226242972445e-05
60000,9.999169989234816e-05
62000,9.999111761904047e-05
64000,9.999051561003124e-05
66000,9.998989386555816e-05
68000,9.998925238586666e-05
70000,9.998859117121001e-05
72000,9.998791022184922e-05
74000,9.998720953805312e-05
76000,9.998648912009835e-05
78000,9.998574896826931e-05
80000,9.998498908285819e-05
82000,9.9984209464165e-05
84000,9.99834101124975e-05
86000,9.998259102817127e-05
88000,9.998175221150969e-05
90000,9.99808936628439e-05
92000,9.998001538251281e-05
94000,9.99791173708632e-05
96000,9.997819962824956e-05
98000,9.997726215503422e-05
100000,9.997630495158726e-05
102000,9.997532801828657e-05
104000,9.997433135551784e-05
106000,9.997331496367453e-05
108000,9.99722788431579e-05
110000,9.997122299437697e-05
112000,9.997014741774863e-05
114000,9.996905211369745e-05
116000,9.996793708265584e-05
118000,9.996680232506404e-05
120000,9.996564784136998e-05
122000,9.996447363202946e-05
124000,9.996327969750603e-05
126000,9.996206603827105e-05
128000,9.996083265480364e-05
130000,9.995957954759071e-05
132000,9.995830671712699e-05
134000,9.995701416391497e-05
136000,9.995570188846494e-05
138000,9.995436989129493e-05
140000,9.995301817293084e-05
142000,9.995164673390625e-05
144000,9.995025557476261e-05
146000,9.994884469604914e-05
148000,9.994741409832281e-05
150000,9.994596378214841e-05
152000,9.994449374809851e-05
154000,9.994300399675342e-05
156000,9.994149452870133e-05
158000,9.99399653445381e-05
160000,9.993841644486746e-05
